gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
FTH1	pfc	rg	gw18	1.64351	0	0.424	1.73611	1	0.576	0.94666
CYC1	pfc	rg	gw18	1.6147	0	0.343	2.4721	0.576	0.233	0.65317
NRG1	pfc	rg	gw18	1.57966	0	0.309	1.94495	0.636	0.327	0.81218
EMC6	pfc	rg	gw18	1.53479	0	0.325	2.47727	0.545	0.22	0.61955
HSPB1	pfc	rg	gw18	1.52227	0	0.367	1.73108	0.869	0.502	0.87938
ALKBH7	pfc	rg	gw18	1.49901	0	0.342	2.34646	0.596	0.254	0.63884
C19orf43	pfc	rg	gw18	1.48912	0	0.397	2.0847	0.763	0.366	0.71431
RPL13	pfc	rg	gw18	1.449	0	0.399	1.66389	1	0.601	0.87085
MZT2B	pfc	rg	gw18	1.42097	0	0.344	2.28839	0.611	0.267	0.62095
PPP1R15A	pfc	rg	gw18	1.39644	0	0.281	2.00357	0.561	0.28	0.69698
COX5A	pfc	rg	gw18	1.39459	0	0.423	2.32602	0.742	0.319	0.59956
LSM7	pfc	rg	gw18	1.37379	0	0.377	2.03288	0.742	0.365	0.67578
CYR61	pfc	rg	gw18	1.36144	0	0.288	1.74036	0.677	0.389	0.78228
MTCH1	pfc	rg	gw18	1.3383100000000001	0	0.299	2.32301	0.525	0.226	0.57611
TERF2IP	pfc	rg	gw18	1.33306	0	0.317	2.22394	0.576	0.259	0.59941
SCAND1	pfc	rg	gw18	1.2882	0	0.317	2.17844	0.586	0.269	0.59134
TSPO	pfc	rg	gw18	1.27997	0	0.339	2.37247	0.586	0.247	0.53951
JUND	pfc	rg	gw18	1.26699	0	0.31	1.78086	0.707	0.397	0.71145
RANBP1	pfc	rg	gw18	1.26407	0	0.33	1.8209	0.732	0.402	0.6942
TUBB2A	pfc	rg	gw18	1.22754	0	0.413	1.87686	0.884	0.471	0.65404
RHEB	pfc	rg	gw18	1.21856	0	0.409	1.9191	0.854	0.445	0.63497
TBCB	pfc	rg	gw18	1.21169	0	0.382	2.02965	0.753	0.371	0.597
TMEM147	pfc	rg	gw18	1.20462	0	0.285	1.9965	0.571	0.286	0.60336
BNIP3	pfc	rg	gw18	1.19456	0	0.274	1.98917	0.551	0.277	0.60053
PPDPF	pfc	rg	gw18	1.18128	0	0.42	2.12601	0.793	0.373	0.55563
PPM1G	pfc	rg	gw18	1.18084	0	0.302	2.18898	0.556	0.254	0.53945
CLTA	pfc	rg	gw18	1.17715	0	0.324	1.94461	0.667	0.343	0.60534
RPS2	pfc	rg	gw18	1.14896	0	0.387	1.63132	1	0.613	0.70431
GADD45GIP1	pfc	rg	gw18	1.1141	0	0.347	1.96389	0.707	0.36	0.56729
RTN1	pfc	rg	gw18	1.11284	0	0.314	1.64876	0.798	0.484	0.67496
NDUFB10	pfc	rg	gw18	1.10463	0	0.317	1.89296	0.672	0.355	0.58355
MTDH	pfc	rg	gw18	1.1042	0	0.248	1.6832	0.611	0.363	0.65601
PGLS	pfc	rg	gw18	1.08067	0	0.287	2.06691	0.556	0.269	0.52284
CKB	pfc	rg	gw18	1.07053	0	0.404	1.67785	1	0.596	0.63804
GUK1	pfc	rg	gw18	1.0596	0	0.318	2.0495	0.621	0.303	0.517
AKAP12	pfc	rg	gw18	1.05785	0	0.253	1.44	0.828	0.575	0.73462
RCN1	pfc	rg	gw18	1.04743	0	0.28	1.80925	0.626	0.346	0.57893
VAMP2	pfc	rg	gw18	1.0368	0	0.281	1.63004	0.727	0.446	0.63606
FEZ1	pfc	rg	gw18	1.02852	0	0.308	1.67692	0.763	0.455	0.61334
TMED2	pfc	rg	gw18	1.02238	0	0.278	2.08171	0.535	0.257	0.49112
ITM2B	pfc	rg	gw18	1.01347	0	0.359	1.80856	0.803	0.444	0.56037
PSMD8	pfc	rg	gw18	0.98212	0	0.309	1.88793	0.657	0.348	0.52021
HNRNPA0	pfc	rg	gw18	0.96174	0	0.335	1.68648	0.823	0.488	0.57027
NDFIP1	pfc	rg	gw18	0.95943	0	0.337	1.7819	0.768	0.431	0.53843
C7orf50	pfc	rg	gw18	0.94489	0	0.239	1.85053	0.52	0.281	0.5106
GCSH	pfc	rg	gw18	0.93244	0	0.362	1.99178	0.727	0.365	0.46814
RPL36A	pfc	rg	gw18	0.91557	0	0.263	1.40399	0.914	0.651	0.65212
NDUFS6	pfc	rg	gw18	0.91401	0	0.267	1.62093	0.697	0.43	0.56388
TTYH1	pfc	rg	gw18	0.89744	0	0.292	1.51957	0.854	0.562	0.59059
NDUFAB1	pfc	rg	gw18	0.86735	0	0.304	2.05923	0.591	0.287	0.4212
MDK	pfc	rg	gw18	0.85645	0	0.363	1.68362	0.894	0.531	0.5087
RABAC1	pfc	rg	gw18	0.8483	0	0.287	1.75526	0.667	0.38	0.48329
GPX4	pfc	rg	gw18	0.84775	0	0.338	1.71158	0.813	0.475	0.49531
CALM1	pfc	rg	gw18	0.84692	0	0.301	1.45675	0.96	0.659	0.58138
NDUFA13	pfc	rg	gw18	0.84138	0	0.212	1.40381	0.737	0.525	0.59936
HMGN1	pfc	rg	gw18	0.81852	0	0.348	1.59386	0.934	0.586	0.51355
AURKAIP1	pfc	rg	gw18	0.80517	0	0.248	1.94656	0.51	0.262	0.41364
CD99	pfc	rg	gw18	0.79195	0	0.22	1.50343	0.657	0.437	0.52676
JTB	pfc	rg	gw18	0.78804	0	0.28	2.07692	0.54	0.26	0.37943
PYURF	pfc	rg	gw18	0.78663	0	0.28	1.8589	0.606	0.326	0.42317
RTN4	pfc	rg	gw18	0.77083	0	0.138	1.17557	0.924	0.786	0.6557
YWHAQ	pfc	rg	gw18	0.75957	0	0.316	1.54202	0.899	0.583	0.49258
TUFM	pfc	rg	gw18	0.74969	0	0.277	1.78249	0.631	0.354	0.42059
IDH2	pfc	rg	gw18	0.74655	0	0.271	1.86032	0.586	0.315	0.4013
KTN1	pfc	rg	gw18	0.7444	0	0.297	1.66742	0.742	0.445	0.44644
APP	pfc	rg	gw18	0.74431	0	0.206	1.53506	0.591	0.385	0.48487
GABARAPL2	pfc	rg	gw18	0.74282	0	0.282	1.49301	0.854	0.572	0.49752999999999997
SNX3	pfc	rg	gw18	0.73286	0	0.293	1.6234	0.763	0.47	0.45143
TUBB2B	pfc	rg	gw18	0.72933	0	0.158	1.18877	0.995	0.837	0.61352
SQLE	pfc	rg	gw18	0.67471	0	0.329	1.6463699999999999	0.838	0.509	0.40982
RPS15	pfc	rg	gw18	0.66695	0	0.024	1.02459	1	0.976	0.65094
ANXA2	pfc	rg	gw18	0.66542	0.00157	0.222	1.66467	0.556	0.334	0.39973
SLC25A3	pfc	rg	gw18	0.65844	0	0.378	1.7621	0.874	0.496	0.37367
SRSF2	pfc	rg	gw18	0.64737	1.4e-4	0.208	1.46847	0.652	0.444	0.44085
PDIA3	pfc	rg	gw18	0.64634	0	0.26	1.68241	0.641	0.381	0.38417
RDX	pfc	rg	gw18	0.6449	0	0.249	1.46197	0.788	0.539	0.44112
SMDT1	pfc	rg	gw18	0.63186	0	0.247	1.54286	0.702	0.455	0.40954
NNAT	pfc	rg	gw18	0.62962	0	0.13	1.15569	0.965	0.835	0.5448
STMN2	pfc	rg	gw18	0.62337	0	0.201	1.27422	0.934	0.733	0.48922
CHCHD2	pfc	rg	gw18	0.61566	0	0.21	1.28188	0.955	0.745	0.48028
H2AFV	pfc	rg	gw18	0.61304	0.00804	0.202	1.57062	0.556	0.354	0.39032
MRPS34	pfc	rg	gw18	0.6045	0	0.252	1.99605	0.505	0.253	0.30285
GATM	pfc	rg	gw18	0.58184	0.01623	0.195	1.45775	0.621	0.426	0.39914
EIF3F	pfc	rg	gw18	0.58175	0	0.321	1.68737	0.788	0.467	0.34477
ARGLU1	pfc	rg	gw18	0.57425	1e-4	0.228	1.48101	0.702	0.474	0.38774
COX5B	pfc	rg	gw18	0.56633	0	0.175	1.2809	0.798	0.623	0.44214
PDCD6	pfc	rg	gw18	0.56365	6.2e-4	0.226	1.74342	0.53	0.304	0.3233
SARAF	pfc	rg	gw18	0.55933	0	0.289	1.53618	0.828	0.539	0.3641
ARPC2	pfc	rg	gw18	0.55372	0	0.289	1.68322	0.712	0.423	0.32897
PON2	pfc	rg	gw18	0.55049	1e-4	0.198	1.34435	0.773	0.575	0.40948
SOX2	pfc	rg	gw18	0.54452	0	0.159	1.20255	0.944	0.785	0.45281
NDUFB11	pfc	rg	gw18	0.53264	3.8e-4	0.147	1.22072	0.813	0.666	0.43634
WHSC1L1	pfc	rg	gw18	0.53215	0.01858	0.175	1.43103	0.581	0.406	0.37187
ITGB1	pfc	rg	gw18	0.52805	0.04375	0.191	1.61812	0.5	0.309	0.32633
PSIP1	pfc	rg	gw18	0.52513	1e-5	0.254	1.67374	0.631	0.377	0.31375
HP1BP3	pfc	rg	gw18	0.51739	0.01371	0.199	1.42072	0.672	0.473	0.36418
VAPA	pfc	rg	gw18	0.51613	4e-4	0.217	1.53713	0.621	0.404	0.33578
RPL41	pfc	rg	gw18	0.50574	0	0.004	1.00402	1	0.996	0.50371
PFN1	pfc	rg	gw18	0.50194	2.1e-4	0.237	1.67908	0.586	0.349	0.29894
H2AFY	pfc	rg	gw18	0.50153	0.0094	0.204	1.47222	0.636	0.432	0.34066
UBE2D2	pfc	rg	gw18	0.49438	0.01834	0.203	1.54424	0.576	0.373	0.32014
UQCRFS1	pfc	rg	gw18	0.49012	4.6e-4	0.226	1.75585	0.525	0.299	0.27913
RPS10	pfc	rg	gw18	0.48652	0	0.078	1.08894	0.955	0.877	0.44678
PEBP1	pfc	rg	gw18	0.46207	0	0.206	1.29513	0.904	0.698	0.35677
SMS	pfc	rg	gw18	0.45117	0.01741	0.205	1.58405	0.556	0.351	0.28482
ITM2C	pfc	rg	gw18	0.45043	5e-4	0.223	1.75084	0.52	0.297	0.25727
UBE2I	pfc	rg	gw18	0.447	2.9e-4	0.235	1.67919	0.581	0.346	0.2662
HNRNPM	pfc	rg	gw18	0.44697	7.1e-4	0.184	1.29967	0.798	0.614	0.34391
MPC2	pfc	rg	gw18	0.44614	0.04075	0.19	1.53521	0.545	0.355	0.29061
RAB2A	pfc	rg	gw18	0.44506	0.00662	0.215	1.55699	0.601	0.386	0.28584
CNN3	pfc	rg	gw18	0.42271	0	0.259	1.39242	0.919	0.66	0.30358
RPS21	pfc	rg	gw18	0.3991	2.3e-4	0.051	1.05876	0.919	0.868	0.37696
CCNI	pfc	rg	gw18	0.35772	5e-5	0.178	1.23861	0.924	0.746	0.28881
MLLT11	pfc	rg	gw18	0.35033	5e-4	0.222	1.39928	0.778	0.556	0.25036
PARP1	pfc	rg	gw18	0.34822	0.03749	0.19	1.35055	0.732	0.542	0.25784
EEF2	pfc	rg	gw18	0.34284	0.00127	0.083	1.09357	0.97	0.887	0.3135
RPL8	pfc	rg	gw18	0.31284	3e-5	0.03	1.03093	1	0.97	0.30346
ACTB	pfc	rg	gw18	0.30252	9e-5	0.046	1.04847	0.995	0.949	0.28854
TMSB10	pfc	rg	gw18	0.30109	0.00103	0.012	1.01215	1	0.988	0.29747
S100A13	pfc	rg	gw19	2.65374	0	0.442	3.74534	0.603	0.161	0.70854
ANGPTL1	pfc	rg	gw19	1.94744	0	0.389	3.18539	0.567	0.178	0.61137
LAMP5	pfc	rg	gw19	1.68837	0	0.39	2.875	0.598	0.208	0.58726
EIF4A3	pfc	rg	gw19	1.6079	0	0.392	3.30588	0.562	0.17	0.48638
RCN1	pfc	rg	gw19	1.5975	0	0.483	2.37216	0.835	0.352	0.67344
METTL9	pfc	rg	gw19	1.50322	0	0.484	2.46667	0.814	0.33	0.60941
MT-ATP8	pfc	rg	gw19	1.43139	0	0.409	2.74043	0.644	0.235	0.52232
CYR61	pfc	rg	gw19	1.31487	0	0.348	1.67836	0.861	0.513	0.78343
NDFIP1	pfc	rg	gw19	1.29323	0	0.411	2.01985	0.814	0.403	0.64026
AKIRIN2	pfc	rg	gw19	1.21534	0	0.373	2.3227	0.655	0.282	0.52325
KLHDC2	pfc	rg	gw19	1.14859	0	0.366	2.7767	0.572	0.206	0.41365
JUNB	pfc	rg	gw19	1.14001	0	0.273	1.89803	0.577	0.304	0.60063
CYC1	pfc	rg	gw19	1.12423	0	0.409	2.50923	0.68	0.271	0.44804
NME2	pfc	rg	gw19	1.05272	0	0.307	2.228	0.557	0.25	0.4725
ITM2B	pfc	rg	gw19	1.02876	0	0.407	1.79648	0.918	0.511	0.57265
PRPSAP1	pfc	rg	gw19	1.01463	0	0.335	2.66667	0.536	0.201	0.38049
RRAGA	pfc	rg	gw19	0.97961	0	0.397	2.35034	0.691	0.294	0.4168
DUT	pfc	rg	gw19	0.97627	0	0.377	2.18182	0.696	0.319	0.44746
IER2	pfc	rg	gw19	0.9363	0	0.236	1.39731	0.83	0.594	0.67007
S100A16	pfc	rg	gw19	0.88852	0	0.337	2.34263	0.588	0.251	0.37928
FHOD3	pfc	rg	gw19	0.88385	0	0.307	2.228	0.557	0.25	0.3967
RP11-76I14.1	pfc	rg	gw19	0.87196	0	0.323	1.80952	0.722	0.399	0.48187
MIR99AHG	pfc	rg	gw19	0.85411	0	0.364	1.83678	0.799	0.435	0.465
ISCU	pfc	rg	gw19	0.8259	0	0.308	2.29412	0.546	0.238	0.36001
RPL17	pfc	rg	gw19	0.80121	0	0.323	1.5727	0.887	0.564	0.50945
MARCKSL1	pfc	rg	gw19	0.7752	0	0.27	1.375	0.99	0.72	0.56379
PFN1	pfc	rg	gw19	0.76064	0	0.357	1.74686	0.835	0.478	0.43543
RPS10	pfc	rg	gw19	0.7465	0	0.186	1.2285	1	0.814	0.60765
ARL6IP1	pfc	rg	gw19	0.74311	0	0.315	1.68035	0.778	0.463	0.44224
BTG2	pfc	rg	gw19	0.71993	1.5e-4	0.218	1.62464	0.567	0.349	0.44313
PGLS	pfc	rg	gw19	0.71382	0	0.34	2.37097	0.588	0.248	0.30107
RAI14	pfc	rg	gw19	0.68986	0	0.274	1.74054	0.644	0.37	0.39635
PDIA3	pfc	rg	gw19	0.68103	0	0.304	1.64135	0.778	0.474	0.41492
SPARC	pfc	rg	gw19	0.67149	0	0.298	1.6637	0.747	0.449	0.40361
C8orf4	pfc	rg	gw19	0.671	0	0.288	1.4808	0.887	0.599	0.45314
PMP22	pfc	rg	gw19	0.65066	0	0.266	1.86928	0.572	0.306	0.34808
ITGB8	pfc	rg	gw19	0.64004	0	0.279	1.75405	0.649	0.37	0.36489
AKAP12	pfc	rg	gw19	0.6255	0	0.312	1.51485	0.918	0.606	0.41291
HNRNPH2	pfc	rg	gw19	0.62058	0	0.251	1.96911	0.51	0.259	0.31516
CYP51A1	pfc	rg	gw19	0.61996	0	0.243	1.89338	0.515	0.272	0.32744
ANXA2	pfc	rg	gw19	0.61816	0	0.304	1.71868	0.727	0.423	0.35967
PRELID1	pfc	rg	gw19	0.61685	0	0.283	2.11858	0.536	0.253	0.29116
ARF5	pfc	rg	gw19	0.61523	0	0.301	1.87755	0.644	0.343	0.32768
LY6H	pfc	rg	gw19	0.61437	0	0.281	2	0.562	0.281	0.30719
INTU	pfc	rg	gw19	0.6112	0	0.283	1.9129	0.593	0.31	0.31951
HSPB1	pfc	rg	gw19	0.6099	0	0.261	1.3827	0.943	0.682	0.44109
KDM5B	pfc	rg	gw19	0.60735	0	0.259	1.86913	0.557	0.298	0.32494
JUN	pfc	rg	gw19	0.60479	0	0.061	1.06755	0.964	0.903	0.56652
GCSH	pfc	rg	gw19	0.60348	0	0.349	1.89948	0.737	0.388	0.31771
FHL1	pfc	rg	gw19	0.59759	0	0.27	1.76271	0.624	0.354	0.33902
MTCH1	pfc	rg	gw19	0.58025	0	0.288	1.96	0.588	0.3	0.29605
SERP1	pfc	rg	gw19	0.57494	0	0.261	1.70924	0.629	0.368	0.33637
TNC	pfc	rg	gw19	0.57267	0.00126	0.217	1.62899	0.562	0.345	0.35155
MAP1LC3B	pfc	rg	gw19	0.56371	0	0.294	1.87761	0.629	0.335	0.30023
ARL5A	pfc	rg	gw19	0.55535	0	0.252	2.01613	0.5	0.248	0.27546
MPPED2	pfc	rg	gw19	0.55275	0	0.316	1.8	0.711	0.395	0.30708
TOMM5	pfc	rg	gw19	0.54863	0	0.268	1.88158	0.572	0.304	0.29158
PSMD3	pfc	rg	gw19	0.53331	0	0.255	1.98077	0.515	0.26	0.26925
PHLDA1	pfc	rg	gw19	0.52995	8e-5	0.237	1.64754	0.603	0.366	0.32166
KTN1	pfc	rg	gw19	0.5231	0	0.26	1.58957	0.701	0.441	0.32908
SMARCB1	pfc	rg	gw19	0.52085	0	0.269	1.79351	0.608	0.339	0.29041
NCOR1	pfc	rg	gw19	0.51835	0	0.312	1.67679	0.773	0.461	0.30913
HIGD2A	pfc	rg	gw19	0.51767	0	0.277	1.70483	0.67	0.393	0.30365
MPDZ	pfc	rg	gw19	0.51529	0	0.277	2.00727	0.552	0.275	0.25671
TFG	pfc	rg	gw19	0.51489	0	0.259	1.88396	0.552	0.293	0.2733
RDX	pfc	rg	gw19	0.51447	0	0.31	1.56777	0.856	0.546	0.32815
SRSF2	pfc	rg	gw19	0.51148	0	0.347	1.74304	0.814	0.467	0.29344
RANBP1	pfc	rg	gw19	0.51073	0	0.298	1.64783	0.758	0.46	0.30994
TERF2IP	pfc	rg	gw19	0.50917	0	0.325	1.8312	0.716	0.391	0.27805
IDH2	pfc	rg	gw19	0.50359	0	0.27	1.60538	0.716	0.446	0.31369
DKK3	pfc	rg	gw19	0.50238	0.00104	0.211	1.5927	0.567	0.356	0.31543
JTB	pfc	rg	gw19	0.50029	0	0.261	1.76316	0.603	0.342	0.28375
PPP1CB	pfc	rg	gw19	0.48892	2e-5	0.246	1.67956	0.608	0.362	0.2911
CREB5	pfc	rg	gw19	0.48652	0	0.269	1.49815	0.809	0.54	0.32475
DBI	pfc	rg	gw19	0.48607	0	0.042	1.04482	0.979	0.937	0.46522
NDUFA13	pfc	rg	gw19	0.48591	0	0.272	1.52107	0.794	0.522	0.31945
GLI3	pfc	rg	gw19	0.47646	0	0.292	1.58167	0.794	0.502	0.30124
SLCO1C1	pfc	rg	gw19	0.47522	4.5e-4	0.217	1.71382	0.521	0.304	0.27729
BICD1	pfc	rg	gw19	0.47429	0	0.253	1.62935	0.655	0.402	0.29109
TMEM123	pfc	rg	gw19	0.46514	1e-5	0.226	1.75333	0.526	0.3	0.26529
TRMT112	pfc	rg	gw19	0.46294	1e-5	0.236	1.49684	0.711	0.475	0.30928
UBE2D2	pfc	rg	gw19	0.45722	0	0.29	1.62635	0.753	0.463	0.28113
ATP1B3	pfc	rg	gw19	0.45278	2e-5	0.232	1.725	0.552	0.32	0.26248
TMBIM6	pfc	rg	gw19	0.44392	0	0.228	1.32571	0.928	0.7	0.33485
PSAT1	pfc	rg	gw19	0.436	0	0.254	1.42978	0.845	0.591	0.30495
DAD1	pfc	rg	gw19	0.42369	0	0.286	1.5743	0.784	0.498	0.26913
HSPA5	pfc	rg	gw19	0.42347	1e-5	0.23	1.40422	0.799	0.569	0.30157
GOLGB1	pfc	rg	gw19	0.42064	0.00203	0.213	1.63964	0.546	0.333	0.25655
MGST3	pfc	rg	gw19	0.42019	8e-5	0.185	1.2658	0.881	0.696	0.33195
LIMA1	pfc	rg	gw19	0.41956	0.00664	0.204	1.67774	0.505	0.301	0.25008
PLPP3	pfc	rg	gw19	0.41914	0	0.25	1.56689	0.691	0.441	0.26749
KIF21A	pfc	rg	gw19	0.40247	3e-5	0.24	1.46784	0.753	0.513	0.2742
PYURF	pfc	rg	gw19	0.40188	0	0.26	1.56277	0.722	0.462	0.25716
TTYH1	pfc	rg	gw19	0.38881	0	0.191	1.25916	0.928	0.737	0.30878
SNX3	pfc	rg	gw19	0.38672	0	0.276	1.45172	0.887	0.611	0.26639
CCNL1	pfc	rg	gw19	0.37532	0.02189	0.173	1.26739	0.82	0.647	0.29614
RPS27L	pfc	rg	gw19	0.37013	0	0.24	1.41812	0.814	0.574	0.261
VIM	pfc	rg	gw19	0.36528	0	0.024	1.02472	0.995	0.971	0.35647
CKB	pfc	rg	gw19	0.35834	0	0.12	1.13873	0.985	0.865	0.31469
CD99	pfc	rg	gw19	0.34195	0.00245	0.199	1.32893	0.804	0.605	0.25732
MT-ND4L	pfc	rg	gw19	0.33555	8e-5	0.157	1.20363	0.928	0.771	0.27877999999999997
RPL23A	pfc	rg	gw19	0.31415	5.9e-4	0.046	1.04847	0.995	0.949	0.29963
LIX1	pfc	rg	gw19_2	5.99457	0	0.503	11.26531	0.552	0.049	0.53213
BCYRN1	pfc	rg	gw19_2	5.73238	0	0.514	9.29032	0.576	0.062	0.61703
S100A16	pfc	rg	gw19_2	4.75747	0	0.606	4.74074	0.768	0.162	1.00353
LAMP5	pfc	rg	gw19_2	3.11796	0	0.506	3.90805	0.68	0.174	0.79783
S100A13	pfc	rg	gw19_2	3.00236	0	0.491	3.83815	0.664	0.173	0.78224
DIO2	pfc	rg	gw19_2	2.98374	0	0.383	3.79562	0.52	0.137	0.7861
CHRDL1	pfc	rg	gw19_2	2.57866	0	0.404	5.04	0.504	0.1	0.51164
LRRC10B	pfc	rg	gw19_2	2.49722	0	0.396	3.82857	0.536	0.14	0.65226
NKAIN4	pfc	rg	gw19_2	2.26519	0	0.395	3.08995	0.584	0.189	0.73308
CRYM	pfc	rg	gw19_2	2.22617	0	0.378	3.27711	0.544	0.166	0.67931
TNC	pfc	rg	gw19_2	2.14563	0	0.412	2.68852	0.656	0.244	0.79807
CD9	pfc	rg	gw19_2	2.07062	0	0.444	2.56338	0.728	0.284	0.80777
S100A6	pfc	rg	gw19_2	2.0277	0	0.433	3.36612	0.616	0.183	0.60238
PLEKHB1	pfc	rg	gw19_2	1.80379	0	0.361	3.06286	0.536	0.175	0.58892
MGLL	pfc	rg	gw19_2	1.78422	0	0.447	2.50505	0.744	0.297	0.71225
CYBA	pfc	rg	gw19_2	1.70596	0	0.448	3	0.672	0.224	0.56865
ANXA2	pfc	rg	gw19_2	1.6956	0	0.454	2.40994	0.776	0.322	0.70359
FAM107A	pfc	rg	gw19_2	1.68706	0	0.436	2.34568	0.76	0.324	0.71922
AP2B1	pfc	rg	gw19_2	1.63862	0	0.474	2.49057	0.792	0.318	0.65793
MT3	pfc	rg	gw19_2	1.63346	0	0.389	1.75534	0.904	0.515	0.93056
PLAC9	pfc	rg	gw19_2	1.53791	0	0.348	2.70588	0.552	0.204	0.56836
PLTP	pfc	rg	gw19_2	1.47151	0	0.397	2.58167	0.648	0.251	0.56998
DDIT4	pfc	rg	gw19_2	1.45456	0	0.32	2.11111	0.608	0.288	0.689
LGALS1	pfc	rg	gw19_2	1.41114	0	0.404	1.90991	0.848	0.444	0.73885
BTBD17	pfc	rg	gw19_2	1.39104	0	0.372	2.69091	0.592	0.22	0.51694
HOPX	pfc	rg	gw19_2	1.35495	0	0.292	1.51049	0.864	0.572	0.89702
CD99	pfc	rg	gw19_2	1.34501	0	0.325	1.61205	0.856	0.531	0.83435
RAB31	pfc	rg	gw19_2	1.31129	0	0.347	2.76142	0.544	0.197	0.47486
F3	pfc	rg	gw19_2	1.29063	0	0.381	2.51793	0.632	0.251	0.51257
PSAT1	pfc	rg	gw19_2	1.25492	0	0.337	1.64933	0.856	0.519	0.76087
SLC1A2	pfc	rg	gw19_2	1.24206	0	0.405	2.51685	0.672	0.267	0.4935
FAM181B	pfc	rg	gw19_2	1.20857	0	0.41	2.22754	0.744	0.334	0.54256
CHCHD10	pfc	rg	gw19_2	1.19693	0	0.366	2.5641	0.6	0.234	0.4668
CSPG5	pfc	rg	gw19_2	1.17196	0	0.395	1.92075	0.824	0.429	0.61016
ANKRD9	pfc	rg	gw19_2	1.1648	0	0.339	2.18947	0.624	0.285	0.532
PRMT2	pfc	rg	gw19_2	1.16384	0	0.395	1.92075	0.824	0.429	0.60593
METRN	pfc	rg	gw19_2	1.15675	0	0.375	1.74257	0.88	0.505	0.66382
PMP22	pfc	rg	gw19_2	1.10854	0	0.337	2.05643	0.656	0.319	0.53906
BCAN	pfc	rg	gw19_2	1.08376	0	0.296	1.60656	0.784	0.488	0.67459
SLCO1C1	pfc	rg	gw19_2	1.07449	0	0.419	2.32177	0.736	0.317	0.46279
PEA15	pfc	rg	gw19_2	1.07444	0	0.289	1.45227	0.928	0.639	0.73984
SLC1A3	pfc	rg	gw19_2	1.06162	0	0.323	1.63458	0.832	0.509	0.64948
SCRG1	pfc	rg	gw19_2	1.05358	0	0.295	1.81717	0.656	0.361	0.57979
ARC	pfc	rg	gw19_2	1.04831	0.01943	0.236	1.83099	0.52	0.284	0.57254
SNHG9	pfc	rg	gw19_2	1.04553	0	0.314	2.52427	0.52	0.206	0.41419
ATP1B2	pfc	rg	gw19_2	1.03057	0	0.318	1.76077	0.736	0.418	0.58529
GRID2	pfc	rg	gw19_2	1.00282	0	0.315	2.59898	0.512	0.197	0.38585
GPM6B	pfc	rg	gw19_2	0.99355	0	0.17	1.23416	0.896	0.726	0.80504
RP11-849I19.1	pfc	rg	gw19_2	0.98372	0	0.379	2.19558	0.696	0.317	0.44804
NMT1	pfc	rg	gw19_2	0.96331	0	0.357	2.51915	0.592	0.235	0.3824
TRIM47	pfc	rg	gw19_2	0.94673	0	0.332	2.93023	0.504	0.172	0.32309
HES1	pfc	rg	gw19_2	0.94133	0	0.327	1.7552	0.76	0.433	0.53631
CST3	pfc	rg	gw19_2	0.94002	0.00424	0.15	1.21008	0.864	0.714	0.77682
RHOC	pfc	rg	gw19_2	0.92569	0	0.379	2.03836	0.744	0.365	0.45414
HSPA1B	pfc	rg	gw19_2	0.92243	6.6e-4	0.271	1.71883	0.648	0.377	0.53666
SYPL1	pfc	rg	gw19_2	0.91981	0	0.368	2.02222	0.728	0.36	0.45485
FERMT2	pfc	rg	gw19_2	0.91062	0	0.342	2.17931	0.632	0.29	0.41785
C8orf4	pfc	rg	gw19_2	0.90429	0	0.301	1.95556	0.616	0.315	0.46242
PON2	pfc	rg	gw19_2	0.9024	0	0.294	1.52313	0.856	0.562	0.59246
ID4	pfc	rg	gw19_2	0.89728	0	0.274	1.47079	0.856	0.582	0.61007
MOXD1	pfc	rg	gw19_2	0.89347	2e-5	0.301	1.88791	0.64	0.339	0.47326
PTPRZ1	pfc	rg	gw19_2	0.88947	1e-5	0.195	1.28467	0.88	0.685	0.69237
ITM2C	pfc	rg	gw19_2	0.88227	0	0.325	1.73363	0.768	0.443	0.50891
HIST1H1C	pfc	rg	gw19_2	0.86206	0	0.307	2.44131	0.52	0.213	0.35311
VIM	pfc	rg	gw19_2	0.85399	0	0.052	1.05628	0.976	0.924	0.80849
TP53I3	pfc	rg	gw19_2	0.8524	0	0.381	2.27425	0.68	0.299	0.37481
RORB	pfc	rg	gw19_2	0.84803	0	0.366	3.37662	0.52	0.154	0.25115
LMO3	pfc	rg	gw19_2	0.84563	0	0.323	2.23755	0.584	0.261	0.37793
PAX6	pfc	rg	gw19_2	0.84227	1e-5	0.291	1.6	0.776	0.485	0.52642
NOVA1	pfc	rg	gw19_2	0.83495	0	0.421	2.24189	0.76	0.339	0.37243
TPI1	pfc	rg	gw19_2	0.82258	0	0.238	1.34493	0.928	0.69	0.61162
SPRY2	pfc	rg	gw19_2	0.82137	0	0.362	2.08383	0.696	0.334	0.39416
TFPI	pfc	rg	gw19_2	0.81293	0	0.314	2.0129	0.624	0.31	0.40386
MFGE8	pfc	rg	gw19_2	0.8122	1e-5	0.298	1.96129	0.608	0.31	0.41412
GRM3	pfc	rg	gw19_2	0.81161	4e-5	0.271	2.05447	0.528	0.257	0.39504
TSPAN3	pfc	rg	gw19_2	0.81117	0	0.28	1.48611	0.856	0.576	0.54583
